"13","195.202.94.166",NA,"Kenya, Somalia, Tanzania","Non-profit or NGO","","Public health","","Dangerous","Least dangerous","Most dangerous","Most of the riders are not trained and licensed.","Very important - requires immediate attention","Very important - requires immediate attention","Moderately important - should be included in future research plans","Protection ridges should be put on all the bridges","Very important - requires immediate attention","Moderately important - should be included in future research plans","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","","Strongly Agree","Agree","Access to healthcare",5,4,NA,NA,NA,"","","","","","","","","","Agree","Most vulnerable","","","","Yes","","Strong relationship ","","Kenya","http://www.iplocation.net/index.php?query=195.202.94.166","Africa"
"14","213.55.108.220",NA,"ETHIOPIA","Other (please specify)","I was Researcher while I was in ERA. Currently, I am working as private Consultancy.","Other (please specify)","Road Pavement, Materials & Geotechnical Engineer. Road safety related to pavement & materials is my expertise too.","Least dangerous","Most dangerous","Dangerous","","Very important - requires immediate attention","Important - should be addressed within the next 5 years","Very important - requires immediate attention","While I was working in ERA (Ethiopian Roads Authority) as a Researcher, I conducted too many studies with regards to road condition, road deteriorating factors, gravel loss measurements, etc. In due of my study, I  was able to understand &  infer road condition and dust from unsealed roads contributed to a higher extent to accidents and crashes.","Very important - requires immediate attention","Moderately important - should be included in future research plans","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Moderately important - should be included in future research plans","","Strongly Disagree","Strongly Disagree","Access to healthcare",5,1,4,2,3,"","","","","","","","","","Agree","Most vulnerable","Vulnerable","Least vulnerable","","Yes","","","","Ethiopia","http://www.iplocation.net/index.php?query=213.55.108.220","Africa"
"15","196.46.106.87",NA,"Tanzania and Kenya","Governmental agency","","Road safety","","Least dangerous","Dangerous","Most dangerous","Most cyclists don't have training on road safety. Enforcement in buses and minibuses transport services is low.","Important - should be addressed within the next 5 years","Very important - requires immediate attention","Moderately important - should be included in future research plans","- Inadequate road safety campaigns.   - Axle load control need to be intensified","Very important - requires immediate attention","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Very important - requires immediate attention","","Neither Disagree Nor Agree","Strongly Agree","Access to healthcare",5,NA,4,2,3,"","","","","","","","","","Agree","Least vulnerable","Most vulnerable","Vulnerable","","Yes","Strong relationship ","Direct relationship ","in most conflict-affected regions in Africa, transport services are very much disturbed, e.g. Collapse of road structures such as bridges. Also lack of transport services inconveniences the community who flee from war zones, and access to commodities necessary for human common needs.","Tanzania, United Republic Of","http://www.iplocation.net/index.php?query=196.46.106.87","Africa"
"16","41.202.240.14",NA,"Uganda, Kenya, Tanzania, Ethiopia, Burundi, Rwanda, Djibouti, South Africa, Botswana, Ghana, South Sudan, Sudan, Mali, Guinee Konakry,","Private consultancy","","Road safety","","Least dangerous","Most dangerous","Dangerous","","Important - should be addressed within the next 5 years","Very important - requires immediate attention","Very important - requires immediate attention","Above all, professionalization of the Transport industry must a priority addressing the safety attitudes of all road users via education programmes. No amount of filling in pot holes will stop the carnage without education programmes aimed at All stakeholders - Not just drivers. Without addressing Attitudes, no amount of improvement in road conditions with stop the road deaths and injuries - in fact better roads will lead to more deaths due to speeding.","Very important - requires immediate attention","Very important - requires immediate attention","Important - should be addressed within the next 5 years","Very important - requires immediate attention","Very important - requires immediate attention","With more roads being built for example in Uganda, with the absence to training and behaviour changing communications, road users in SSA are living the recipe for disaster. Urgent action is needed. The research has been done, we know what needs to be done, it's just effective implementation of recommendations that is lacking.","Agree","Strongly Agree","",NA,NA,NA,NA,NA,"","","","","","","","","","Agree","Least vulnerable","Most vulnerable","Vulnerable","","Yes","Direct relationship ","Strong relationship ","","Uganda","http://www.iplocation.net/index.php?query=41.202.240.14","Africa"
"17","193.97.170.7",NA,"Liberia","Governmental agency","","Other (please specify)","Transport policy advisory services","Dangerous","","Most dangerous","","Moderately important - should be included in future research plans","Unimportant - warrants continued study as opportunities arise","Moderately important - should be included in future research plans","What about the road design/layout in general, which does not cater for vulnerable road users (pedestrians forced to walk on the road)?","Very important - requires immediate attention","Very important - requires immediate attention","Moderately important - should be included in future research plans","Very important - requires immediate attention","Very important - requires immediate attention","","","Agree","Access to healthcare",5,3,NA,2,4,"","","","","","","","","","Disagree","Vulnerable","Most vulnerable","","Although I am not an expert on this, I would rank the issue of dust/air pollution rather low within the issue of rural mobility; indoor air pollution due to open fires should be much more important in the context of air pollution. Given the low level of motorisation in many rural areas, is there really that much traffic and related dust that severely affects health (and justifies extensive research)?","Yes","Indirect relationship ","Indirect relationship ","","Germany","http://www.iplocation.net/index.php?query=193.97.170.7","Europe"
"18","31.164.106.106",NA,"In about 20 countries of East, West and Southern Africa.","Other (please specify)","Private Consultancy as well as Research and NGO","Other (please specify)","Rural Transport, Environmental Economics, Regional Planning","Most dangerous","","","","Unimportant - warrants continued study as opportunities arise","Unimportant - warrants continued study as opportunities arise","Unimportant - warrants continued study as opportunities arise","Driver Trainig, improve driving licence curricula, vehicle inspection, first aid services, speed and alcohol controles, etc","Very important - requires immediate attention","Moderately important - should be included in future research plans","Moderately important - should be included in future research plans","Very important - requires immediate attention","Very important - requires immediate attention","","Neither Disagree Nor Agree","Neither Disagree Nor Agree","",NA,NA,NA,NA,NA,"","","","","","","","","","No opinion","","","","","No","","","","Switzerland","http://www.iplocation.net/index.php?query=31.164.106.106","Europe"
"19","41.202.240.6",NA,"Uganda","Research/academics","","Road safety","","Dangerous","Least dangerous","","","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","","Important - should be addressed within the next 5 years","Unimportant - warrants continued study as opportunities arise","Unimportant - warrants continued study as opportunities arise","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","","Disagree","Disagree","Access to commercial activities",NA,NA,NA,NA,NA,"","","","","","Direct relationship","Direct relationship","Direct relationship","","Agree","Most vulnerable","Vulnerable","Least vulnerable","","No","","","","Uganda","http://www.iplocation.net/index.php?query=41.202.240.6","Africa"
"20","85.255.235.178",NA,"Lesotho  South Africa  Ethiopia  Nigeria","Research/academics","","Other (please specify)","Road Construction & Maintenance","Dangerous","Least dangerous","Most dangerous","","Very important - requires immediate attention","Moderately important - should be included in future research plans","Very unimportant - has already been adequately addressed or is not a major issue","","Very important - requires immediate attention","Moderately important - should be included in future research plans","Moderately important - should be included in future research plans","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","","Strongly Agree","Agree","Access to educational opportunities",NA,NA,NA,NA,NA,"","Important - should be addressed within the next 5 years","Moderately important - should be included in future research plans","Very important - requires immediate attention","","","","","","Disagree","Most vulnerable","Vulnerable","Least vulnerable","","No","","","","United Kingdom","http://www.iplocation.net/index.php?query=85.255.235.178","Europe"
"21","196.216.8.142",NA,"Malawi","Other (please specify)","Passenger Transport Service Provider","Other (please specify)","Mass Transit Service provider","Most dangerous","Dangerous","Least dangerous","Too many minibuses has created scramble for passengers resulting in total disregard of road rules and regulations.  Most minibuses are imported as Cargo vehicles and fitted with crude makeshift seats which have not passed stringent safety checks.","Important - should be addressed within the next 5 years","Very important - requires immediate attention","Moderately important - should be included in future research plans","Animals loitering on roads, Rural road users not wearing reflective cloths at night, Oxcarts being driven at night without any lights (as in headlamp and taillights) or oxcart drivers not carrying bright lamps to warn other motorists.  No civic education for rural road users on road safety issue and proper road use.  No road traffic safety enforcement on rural roads","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Most rural roads are bad hence vehicles are often times driven at lower speed","Agree","Neither Disagree Nor Agree","Access to educational opportunities",NA,NA,NA,NA,NA,"","Very important - requires immediate attention","Important - should be addressed within the next 5 years","Unimportant - warrants continued study as opportunities arise","","","","","","Agree","Most vulnerable","Vulnerable","Least vulnerable","","Yes","Strong relationship ","Direct relationship ","","Malawi","http://www.iplocation.net/index.php?query=196.216.8.142","Africa"
"22","62.254.202.1",NA,"Kenya, Tanzania","Private consultancy","","Road safety","","Most dangerous","Least dangerous","Dangerous","This is really difficult to answer!  It depends on your metric - who is most vulnerable or how many are killed or injured.  Really all 3 need to have pretty much equal priority ... particularly in comparison to other motorised traffic.","Unimportant - warrants continued study as opportunities arise","Moderately important - should be included in future research plans","Unimportant - warrants continued study as opportunities arise","These issues are not key for me.  More important would be understanding the relationship between different road characteristics and crash risk.  Also the relative effectiveness of different remedial treatments on crash reduction (e.g. what is the impact of installing a pedestrian crossing facility/what is the impact of improved signing and lining/what is the impact of different intersection types?).  If you move more towards a safe system approach you would focus on the aspects of road design/layout that contribute to high severity and fatal crashes in terms of the outcome of the injuries sustained.","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","All are important.  Fortunately we know what the impact of these things are (perhaps with the exception of the first and last) ... but what we don't have is good quality data on prevalence of these behaviours and what can be done to effectively fix these issues.","Disagree","Neither Disagree Nor Agree","Access to commercial activities",NA,NA,NA,NA,NA,"","","","","","Direct relationship","Direct relationship","Direct relationship","Road safety definitely impacts upon economic growth since it is often quoted that 1-3% of GDP is lost because of road crashes.  It has a very direct impact on health services.  It is very much related to poverty since road traffic crashes disproportionately impact on young men (often breadwinners) and the loss of a bread winner can mean sustained poverty for generations within a family.","No opinion","Most vulnerable","Least vulnerable","Vulnerable","","Yes","Direct relationship ","Direct relationship ","","United Kingdom","http://www.iplocation.net/index.php?query=62.254.202.1","Europe"
"23","41.138.223.16",NA,"Tanzania","Non-profit or NGO","","Road safety","","Dangerous","Least dangerous","Most dangerous","In rural areas where I have very much worked, community members mostly pointed out that they feel more unsafe when on a motorcycle than a four wheeled vehicle. Motorcycles are unregulated (in some areas they are banned by local authorities), drivers lack training, they are very young and majority do not have licences. These are some of the concerns among local community members there but on the other hand they are full of praises for motorcycles on how they are affordable, quick and reliable especially during the rain season. Once safety is addressed, motorcycles will always be the best option.","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","Much as lack of adequate signage on these rural roads is a road safety concern, simply installing them doesn't necessarily reduce the extent of the problem. Again, due to lack of road safety knowledge among these drivers and other road users. It is very interesting to know how that these very frequent road users do not understand what most of these signs mean. Engineers put them on the ground but so far there is little that is done to sensitize people on what these signs warn against.","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","Rural Africa just like urban is seeing a huge increase in the use of mobile phones, apparently some of these drivers have mobile phones to easily communicate with their customers for picking them up etc, in the next five years though, the use of mobile phones in Africa (rural) will be very high increasing the safety risks among motorcycle drivers.","Strongly Agree","Agree","Access to healthcare",5,1,2,3,4,"","","","","","","","","","","Least vulnerable","Most vulnerable","Vulnerable","","Yes","Direct relationship ","Direct relationship ","","Tanzania, United Republic Of","http://www.iplocation.net/index.php?query=41.138.223.16","Africa"
"24","196.28.246.202",NA,"Burkina Faso","Governmental agency","","Road safety","","Least dangerous","Dangerous","Most dangerous","","Very unimportant - has already been adequately addressed or is not a major issue","Very important - requires immediate attention","Moderately important - should be included in future research plans","","Important - should be addressed within the next 5 years","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Very important - requires immediate attention","Very important - requires immediate attention","","Strongly Agree","Agree","Access to healthcare",5,3,4,2,1,"","","","","","","","","","Agree","Vulnerable","Most vulnerable","Least vulnerable","","Yes","Indirect relationship ","Indirect relationship ","","Burkina Faso","http://www.iplocation.net/index.php?query=196.28.246.202","Africa"
"25","196.28.246.202",NA,"Burkina Faso","Governmental agency","","Road safety","","Least dangerous","Dangerous","Most dangerous","","Very unimportant - has already been adequately addressed or is not a major issue","Very important - requires immediate attention","Moderately important - should be included in future research plans","","Important - should be addressed within the next 5 years","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Very important - requires immediate attention","Very important - requires immediate attention","","Strongly Agree","Agree","Access to healthcare",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","Burkina Faso","http://www.iplocation.net/index.php?query=196.28.246.202","Africa"
"26","41.138.223.16",NA,"Tanzania","Non-profit or NGO","","Road safety","","Dangerous","Least dangerous","Most dangerous","In rural Africa the main mode of transport is Motorcycle though in countries like Tanzania it is also used in urban areas. In Tanzania this mode of transport is popularly known as boda boda means that it can penetrate even in feeder roads.","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","","Very important - requires immediate attention","Very important - requires immediate attention","Moderately important - should be included in future research plans","Very important - requires immediate attention","Moderately important - should be included in future research plans","","Strongly Agree","Strongly Agree","Access to healthcare",5,3,4,NA,NA,"","","","","","","","","","Agree","Most vulnerable","Least vulnerable","Vulnerable","","Yes","Strong relationship ","Strong relationship ","","Tanzania, United Republic Of","http://www.iplocation.net/index.php?query=41.138.223.16","Africa"
"27","41.190.4.23",NA,"Nigeria","Private consultancy","","Other (please specify)","Policy","","","Most dangerous","","Very important - requires immediate attention","","","","","","Very important - requires immediate attention","","","","Disagree","Agree","Access to healthcare",NA,4,NA,3,5,"","","","","","","","","","","Vulnerable","Most vulnerable","Least vulnerable","","Yes","Direct relationship ","Strong relationship ","","-","http://www.iplocation.net/index.php?query=41.190.4.23","Africa"
"28","197.250.4.27",NA,"Tanzania","Private consultancy","","Road safety","","Least dangerous","Most dangerous","Dangerous","","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Very important - requires immediate attention","","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Moderately important - should be included in future research plans","Very important - requires immediate attention","","Disagree","Neither Disagree Nor Agree","Access to healthcare",4,3,1,2,5,"Generally, healthcare is a major problem in rural African countries regardless of the above mentioned issues because there is lack of professionals.","","","","","","","","","Agree","Vulnerable","Most vulnerable","Least vulnerable","","Yes","Direct relationship ","Strong relationship ","","Tanzania, United Republic Of","http://www.iplocation.net/index.php?query=197.250.4.27","Africa"
"29","41.215.61.45",NA,"Burundi  Democratic Republic of the Congo  Eritrea  Ethiopia  Kenya  Madagascar  Malawi  South Africa  South Sudan  Sudan  Tanzania  The Gambia  Rwanda  Uganda  Zambia","Research/academics","","Other (please specify)","Socioeconomic aspects of transport","Least dangerous","Dangerous","Most dangerous","","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Moderately important - should be included in future research plans","","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","","Disagree","Neither Disagree Nor Agree","Access to healthcare",1,4,2,5,3,"","","","","","","","","","Agree","Most vulnerable","Vulnerable","Least vulnerable","","Yes","Strong relationship ","Strong relationship ","Have just concluded research on the role of transport in fragile and conflict-affected regions in Africa: A case study of the Democratic Republic of the Congo and have supportive evidence","Kenya","http://www.iplocation.net/index.php?query=41.215.61.45","Africa"
"30","41.220.129.148",NA,"Malawi","Governmental agency","","Other (please specify)","Transport Planning","Most dangerous","Least dangerous","Dangerous","","Important - should be addressed within the next 5 years","Very important - requires immediate attention","Moderately important - should be included in future research plans","","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Very important - requires immediate attention","","Agree","Agree","Access to healthcare",5,1,3,2,4,"","","","","","","","","","Agree","Vulnerable","Most vulnerable","Least vulnerable","","Yes","Strong relationship ","Direct relationship ","","Tanzania, United Republic Of","http://www.iplocation.net/index.php?query=41.220.129.148","Africa"
"31","138.220.101.183",NA,"Madagascar, Burundi, Cameroon, Central African Republic, Cote d'Ivoire, Senegal, Mali, Niger, Gabon, Mauritius, Guinea, Democratic Republic of Congo, Republic of Congo, Chad","Other (please specify)","Development agency","Other (please specify)","Transport economics","Dangerous","Least dangerous","Most dangerous","","","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","","Moderately important - should be included in future research plans","Important - should be addressed within the next 5 years","Unimportant - warrants continued study as opportunities arise","Very important - requires immediate attention","Very important - requires immediate attention","","Agree","Agree","Access to healthcare",NA,NA,NA,NA,NA,"","","","","","","","","","No opinion","Most vulnerable","Vulnerable","Least vulnerable","","No","","","","United States","http://www.iplocation.net/index.php?query=138.220.101.183","North America"
"32","41.72.100.174",NA,"Zambia","Research/academics","","Other (please specify)","Community Transport Infrastructure development","Most dangerous","Least dangerous","Dangerous","","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","","Very important - requires immediate attention","Very important - requires immediate attention","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","","Disagree","Strongly Agree","Access to commercial activities",NA,NA,NA,NA,NA,"","","","","","Direct relationship","Strong relationship","Indirect relationship","","Agree","","Most vulnerable","Vulnerable","","Yes","Strong relationship ","Strong relationship ","","Zambia","http://www.iplocation.net/index.php?query=41.72.100.174","Africa"
"33","41.138.223.55",NA,"Tanzania and Ghana","Non-profit or NGO","","Road safety","","Dangerous","Least dangerous","Most dangerous","My experience of Tanzania...    Bus crashes make the headlines, because dozens of people die in one go. But the numbers that die in bus crashes are fewer than the numbers of VRUs and motorcyclists who die. The influx of motorcycles into Tanzania is a relatively recent thing, so the numbers of deaths and injuries in this category has not been as high as pedestrians and cyclists in recent years. But motorcyclists will soon become the leading category.","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","- Geometrical design, especially width, shoulders and drainage. How do different geometrical designs influence safety?    - Surface type, including the range of surfacing options that fall in between (in terms of cost) unpaved and fully sealed (such as parallel strips, geocells and paving stones). How do different surface types influence safety?","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","Very important - requires immediate attention","All need immediate attention. At the moment there's not enough data to know how to target behaviour change interventions.    But our research has shown that, of the different behaviours listed, poor driving and aggressive driving are the areas in greatest need of being addressed.","Strongly Disagree","Strongly Disagree","Access to commercial activities",NA,NA,NA,NA,NA,"","","","","","Strong relationship","Strong relationship","Direct relationship","","No opinion","Vulnerable","Most vulnerable","Least vulnerable","","Yes","Direct relationship ","Direct relationship ","","Tanzania, United Republic Of","http://www.iplocation.net/index.php?query=41.138.223.55","Africa"
"34","41.202.240.10",NA,"Uganda","Governmental agency","","Other (please specify)","Chartered Civil Engineer/Transport Planner","Most dangerous","","Dangerous","","Important - should be addressed within the next 5 years","Moderately important - should be included in future research plans","Very important - requires immediate attention","","Important - should be addressed within the next 5 years","Important - should be addressed within the next 5 years","Unimportant - warrants continued study as opportunities arise","Unimportant - warrants continued study as opportunities arise","Very important - requires immediate attention","","Agree","Strongly Agree","Access to healthcare",NA,NA,4,NA,5,"","","","","","","","","","Agree","","Vulnerable","Most vulnerable","","Yes","Strong relationship ","Strong relationship ","","Uganda","http://www.iplocation.net/index.php?query=41.202.240.10","Africa"
